id;Title;Content;Date;Post Type;Langues;Thématiques;Utilisateurs;Écoles;Status
2407;Who can sign my Learning Agreement? ;You can get your Learning Agreement signed at the Welcome Desk: E451 A, incoming@devinci.fr.;2023-09-01;question;English;International>Incoming;faculty-en|staff-en|student-en;EMLV|ESILV;publish
2408;What is the Erasmus Code for Pôle Léonard de Vinci? ;Our Erasmus Code is F PARIS270;2023-09-01;question;English;International>Incoming;faculty-en|staff-en|student-en;EMLV|ESILV;publish
2409;I am leaving France soon, what do I need to do before my departure? ;"There are a number of things you need to do before departure : warn your landlord/residence a month in advance with a letter, terminate your electric and/or gaz subscription, terminate your Navigo and ImagineR subway subscription with a letter, warn CAF that you are leaving France so they stop paying you instalments. Please send all those letters as ""Lettre recommandée avec accusé de réception"" with the French postal service and keep the proof. You will need it in case they ask for payments for the months after you have left.";2023-09-01;question;English;International>Incoming;faculty-en|staff-en|student-en;EMLV|ESILV;publish
2410;How do I get around in Paris? What transportation card should I apply to? ;We strongly suggest you get a monthly subscription for your subway card as it will be cheapest. You can chose between the ImagineR card (if you are under 26) and the Navigo card (84,10€/month - 30€/week - 17,80€/day).;2023-09-01;question;English;International>Incoming;faculty-en|staff-en|student-en;EMLV|ESILV;publish
2411;Who can apply for an Imagine R card? ;If you are bellow the age of 26 and staying for the whole year you can ask for the ImagineR card (350€/year) that is specifically for students. Registering to the IMAGINE R card can only be done online.;2023-09-01;question;English;International>Incoming;faculty-en|staff-en|student-en;EMLV|ESILV;publish
2412;I am contesting a grade, who should I contact?;You must scan the whole copy and send it by email to the module tutor, and your year supervisor so that he/she can modify the mark if necessary.;2023-09-01;question;English;Academic Office>Assessments;faculty-en|staff-en|student-en;ESILV;publish
2413;Will I be able to validate my year if I have not validated a UE?;Any semester not validated will be subject to the study and sovereign verdict of the end-of-year jury.;2023-09-01;question;English;Academic Office>Assessments;faculty-en|staff-en|student-en;ESILV;publish
2414;Will I be able to validate my year if I have not validated a semester?;Any UE not validated will be subject to the study and sovereign verdict of the end-of-year jury.;2023-09-01;question;English;Academic Office>Assessments;faculty-en|staff-en|student-en;ESILV;publish
2415;How many bonus points can be placed per semester?;"A maximum of 3 bonus points per semester. You can place 4 if you have ""expert"" status.";2023-09-01;question;English;Academic Office>Assessments;faculty-en|staff-en|student-en;EMLV|ESILV;publish
2416;How many bonus points can be placed per module?;A maximum of 2 bonus points.;2023-09-01;question;English;Academic Office>Assessments;faculty-en|staff-en|student-en;EMLV|ESILV;publish
2417;Who awards the bonus points and who can I contact?;The different departments for which you can do an action, namely, the Department of Admissions/Promotions, the Department of Associations, Sports and the DRE. If you have questions, you can contact them directly.;2023-09-01;question;English;Academic Office>Assessments;faculty-en|staff-en|student-en;EMLV|ESILV;publish
2418;When can I place the bonus points?;"At the end of each semester after the make up exams (ESILV).

At the end of each semester fater the final exam or after the make-up exam. (EMLV)";2023-09-01;question;English;Academic Office>Assessments;faculty-en|staff-en|student-en;EMLV|ESILV;publish
2419;Will I have to take a make-up exam if the average of a UE is higher than 10 but one of the modules that make it up is lower than 6.;Yes, if the final mark of a module is lower than 6, you will be called for a make-up exam.;2023-09-01;question;English;Academic Office>Assessments;faculty-en|staff-en|student-en;EMLV|ESILV;publish
2420;What is the weighting of the modules?;You can consult the pedagogical chart on the platform in your documents. The weighting of the modules is the number of ECTS.;2023-09-01;question;English;Academic Office>Assessments;faculty-en|staff-en|student-en;EMLV|ESILV;publish
2421;What is the weighting of the UE?;You can consult the pedagogical chart on the platform in your documents.The weight of a UE is the total ECTS of its component courses.;2023-09-01;question;English;Academic Office>Assessments;faculty-en|staff-en|student-en;EMLV|ESILV;publish
2422;Which grade is taken into account between my make-up grade and my initial grade?;"ESILV : The best one but please note that the maximum score for the make-up exam is 10.
EMLV : the resit mark cancels all the other marks, it is also capped at 10.";2023-09-01;question;English;Academic Office>Assessments;faculty-en|staff-en|student-en;EMLV|ESILV;publish
2423;How can I retrieve my copies?;"ESILV : Once all the copies have been returned, the school will forward them to your representatives.
EMLV : Copies can be consulted on request but are not distributed to students but stored in archives for accreditations";2023-09-01;question;English;Academic Office>Assessments;faculty-en|staff-en|student-en;EMLV|ESILV;publish
2424;Who do I contact about scholarships?;You can submit your scholarship application on the Crous de Versailles website. Once you have completed your file, you must send your conditional scholarship notification to the financial department at the following address: compta_etudiante@devinci.fr.;2023-09-01;question;English;Academic Office>Tuition fees;faculty-en|staff-en|student-en;EMLV|ESILV;publish
2425;Who should I contact for questions related to the financing of my tuiton fees?;If you have any financial questions (for examples: change of paying agent, change of payment method, financial difficulties, etc.), please send an e-mail to the Accounting department at following address: compta_etudiante@devinci.fr.;2023-09-01;question;English;Academic Office>Tuition fees;faculty-en|staff-en|student-en;EMLV|ESILV;publish
2426;How can I get my tuition invoice for the current year?;"The invoice can be downloaded from the portal under the ""Finances"" tab.";2023-09-01;question;English;Academic Office>Tuition fees;faculty-en|staff-en|student-en;EMLV|ESILV;publish
2427;How do I request a proforma invoice or estimate for the coming year(s)?;For new students, the request must be sent by email to compta_etudiante@devinci.fr. For other students, it must be done on the portal in the “Finances” tab.;2023-09-01;question;English;Academic Office>Tuition fees;faculty-en|staff-en|student-en;EMLV|ESILV;publish
2428;Where can I find the payment schedule for the current year's tuition fees?;"The payment schedule and our bank details can be found on the invoice you can download from the ""Finance"" tab on the portal.";2023-09-01;question;English;Academic Office>Tuition fees;faculty-en|staff-en|student-en;EMLV|ESILV;publish
2429;Who should I contact if I want to resign?;If you wish to resign, please contact the school by e-mail scolarite-esilv@devinci.fr or scolaremlv@devinci.fr.;2023-09-01;question;English;Academic Office>Tuition fees;faculty-en|staff-en|student-en;EMLV|ESILV;publish
2430;Am I entitled to the 10% allowance for siblings?;Yes if the 2 students are in initial training (excluding work-study) at EMLV or ESILV or IIM.;2023-09-01;question;English;Academic Office>Tuition fees;faculty-en|staff-en|student-en;EMLV|ESILV;publish
2431;Does the scholarship discount apply to Restart students?;For the time being, no.;2023-09-01;question;English;Academic Office>Tuition fees;faculty-en|staff-en|student-en;EMLV|ESILV;publish
2432;How can I get a drivers's license assistance for apprentices?;Please contact CFA ILV cfa-ilv@devinci.fr;2023-09-01;question;English;Academic Office>Tuition fees;faculty-en|staff-en|student-en;EMLV|ESILV;publish
2433;Is international mobility compulsory?;"ESILV PGE : An international experience is compulsory, either in the form of an academic exchange or an internship abroad.
EMLV PGE : The international mobility is compulsory during year 3.
EMLV Bachelor : The international mobility is compulsory during 1 semester in year 2.
Alternants ESILV : If you don't go abroad in your third year, the international mobility is compulsory in your 5th year: either within a company, or with ESILV.
IIM : International mobility is not compulsory.
Bachelors : International mobility is compulsory in the 2nd semester of the 2nd year of study.";2023-09-01;question;English;International>Outgoing;faculty-en|staff-en|student-en;EMLV|ESILV;publish
2434;When can I go on an international exchange?;"ESILV PGE + Alternants : International exchange is possible during the 3rd or 5th year. For ESILV-EMLV double-degree students, studying abroad is compulsory in your 3rd year.
EMLV PGE : You must spend one year abroad in 3rd year: one academic semester and one internship semester. You can also study abroad in the 5th year.
EMLV Bachelor DIB : International Exchange is mandatory during the 2nd semester of the 2nd year.
IIM : International exchange is possible in the 3rd or 5th year (depending on your major).
Bachelor DIB : Studying abroad is compulsory in the 2nd semester of the 2nd year. You can also go abroad for a year in the 3rd year.
Bachelor BIN : Studying abroad is compulsory in the 2nd semester of the 2nd year. You can also go abroad for a semester in 3rd year.
Bachelor BTM : Studying abroad is compulsory in the 2nd semester of the 2nd year.";2023-09-01;question;English;International>Outgoing;faculty-en|staff-en|student-en;EMLV|ESILV;publish
2435;Where can I go on an international exchange? Who can I contact for any questions?;"We invite you to log in to your profile via the ""mobilité/mobility"" tab to see our list of partners. For any questions, you can send a email to outgoing@devinci.fr.";2023-09-01;question;English;International>Outgoing;faculty-en|staff-en|student-en;EMLV|ESILV;publish
2436;Can I do an exchange semester in a university that doesn't have a partnership with the school?;The school offers you numerous partner universities, in which you can fulfill your semester abroad. Departure from a non-partner university can only be considered if the request is made before November of the year prior to departure.;2023-09-01;question;English;International>Outgoing;faculty-en|staff-en|student-en;ESILV;publish
2437;How does the study abroad committee select the student's destination?;The destinations are allocated according to the students' ranking, their level of English and the order of their requested destinations.;2023-09-01;question;English;International>Outgoing;faculty-en|staff-en|student-en;EMLV|ESILV;publish
2438;What is the required level of English proficiency for international departures?;It depends on the partner universities. You'll find the language requirements for each university on the partner universities page on Sharepoint. It should be noted, however, that a B2 level in English is generally required for most destinations.;2023-09-01;question;English;International>Outgoing;faculty-en|staff-en|student-en;EMLV|ESILV;publish
2439;Can I do several international exchanges?;The school allows you to do one or two exchange semesters with a partner university abroad, but you can do your internship abroad during your syllabus.;2023-09-01;question;English;International>Outgoing;faculty-en|staff-en|student-en;ESILV;publish
2440;How can I validate my international experience?;"ESILV PGE : To validate your international experience, the school requires you to do either a university exchange for a minimum of one semester or an internship abroad for a minimum of 4 months.
Alternants ESILV : To validate your international experience, the school requires you to do a minimum of 12 weeks abroad (either with your company, or during a study abroad semester).";2023-09-01;question;English;International>Outgoing;faculty-en|staff-en|student-en;ESILV;publish
2441;Can I change my assigned destination?;It is not possible to change your destination. All assignments are nominative and definitive.;2023-09-01;question;English;International>Outgoing;faculty-en|staff-en|student-en;EMLV|ESILV;publish
2442;Am I eligible for an international scholarship?;For an academic departure, some students are eligible for the Erasmus+ Study grant. For international internships, you may qualify for an Erasmus+ Internship grant, subject to funding and eligibility. For more information, please visit our Sharepoint or contact bourses-internationales@devinci.fr.;2023-09-01;question;English;International>Outgoing;faculty-en|staff-en|student-en;EMLV|ESILV;publish
2443;Is the internship compulsory for international students?;If you stay for more than one semester and/or are in a degree-seeking program, the internship is compulsory. If you are staying only one semester, the internship is optional.;2023-09-01;question;English;International>Outgoing;faculty-en|staff-en|student-en;ESILV;publish
2444;How do I get my bachelor's degree equivalence certificate?;You should contact your year supervisor;2023-09-01;question;English;International>Outgoing;faculty-en|staff-en|student-en;ESILV;publish
2445;As an international student, who should I contact for all administrative procedures (accommodation, insurance, visa, ...)?;You should contact incoming@devinci.fr.;2023-09-01;question;English;International>Outgoing;faculty-en|staff-en|student-en;EMLV|ESILV;publish
2446;What English level is required to be admitted to the 4th year?;ESILV : B1+ level is required.;2023-09-01;question;English;Languages;faculty-en|staff-en|student-en;ESILV;publish
2447;What English level is required to be admitted to the 5th year?;ESILV : B2- level is required.;2023-09-01;question;English;Languages;faculty-en|staff-en|student-en;ESILV;publish
2448;What English level is required to graduate?;"ESILV : B2+ level is required - Minimum 800 (TOEIC)/500 (TOEFL) 
EMLV : B level is required";2023-09-01;question;English;Languages;faculty-en|staff-en|student-en;ESILV;publish
2449;Does the school organise TOEFL/TOEIC test sessions?;Yes, the school organises regular sessions at an external test centre. You can register for these with the Language Department. The first participation is free of charge. Contact: langues@devinci.fr.;2023-09-01;question;English;Languages;faculty-en|staff-en|student-en;EMLV|ESILV;publish
2450;Is a TOEIC/TOEFL test taken outside of the school accepted to validate the language level?;Yes, check the regulations for tests recognised by the school.;2023-09-01;question;English;Languages;faculty-en|staff-en|student-en;EMLV|ESILV;publish
2451;Is enrolment to a second language (LV2 course) compulsory?;You can register for a LV2 course but it is not compulsory.;2023-09-01;question;English;Languages;faculty-en|staff-en|student-en;ESILV;publish
2452;Can I withdraw from a LV2 course during the semester?;If you choose LV2 course, you commit to the course for the semester.;2023-09-01;question;English;Languages;faculty-en|staff-en|student-en;ESILV;publish
2453;Does enrolling in LV2 course award bonus points?;It doesn't.;2023-09-01;question;English;Languages;faculty-en|staff-en|student-en;ESILV;publish
2454;What level of French must an international student pass to graduate?;B2 level is required.;2023-09-01;question;English;Languages;faculty-en|staff-en|student-en;ESILV;publish
2455;Are the orientation days mandatory? ;Yes, they are. During thoses days you will meet important people for your exchange (pedagogical referent, nurse, the Welcome Desk, etc.) as well as visit the campus and receive information on administrative procedures. The orientation days are the first days you are expected on campus.;2023-09-01;question;English;Academic Office;faculty-en|staff-en|student-en;EMLV|ESILV;publish
2456;I will arrive later than the orientation, what should I do? ;You should warn us before hand and provide justification (delay with visa obtention, cancelled plane, family emergency, etc.) on our email address : incoming@devinci.fr.;2023-09-01;question;English;Academic Office;faculty-en|staff-en|student-en;ESILV;publish
2457;I realize that I'm not registered for a course. Who should I contact?;You need to contact the school's education officer of your year or program at the student office.;2023-09-01;question;English;Academic Office;faculty-en|staff-en|student-en;ESILV;publish
2458;Can I take courses from different years or programs? ;No, at Léonard de Vinci, you do no create your course package, your chose a major / specialization with an already-made list of courses. You will not be able to add courses from other years or other majors.;2023-09-01;question;English;Academic Office;faculty-en|staff-en|student-en;EMLV|ESILV;publish
2459;Where can I find my course list?  ;You can find the course list here : https://www.devinci.fr/en/programmes/exchange-programmes/;2023-09-01;question;English;Academic Office;faculty-en|staff-en|student-en;EMLV|ESILV;publish
2460;Where can I find my academic calendar? ;You can find your academic calendar here : https://www.devinci.fr/en/programmes/exchange-programmes/;2023-09-01;question;English;Academic Office;faculty-en|staff-en|student-en;EMLV|ESILV;publish
2461;Where can I find my schedule? ;You will find your schedule on your student portal.;2023-09-01;question;English;Academic Office;faculty-en|staff-en|student-en;EMLV|ESILV;publish
2462;Is it mandatory to follow all classes from my program? ;For degree-seeking or double-diploma students, it is mandatory to follow all your prescribed classes. Exchange students, on the other hand, are allowed to unregister from certain classes if they provide an explicit and written approval from their sending institution.;2023-09-01;question;English;Academic Office;faculty-en|staff-en|student-en;EMLV|ESILV;publish
2463;Can I drop some classes? ;Only exchange students are allowed to drop classes if they have the authorization from their sending institution. At the beggining of the semester, you will be expected to communicate the courses you wish to drop and send us a written and explicit confirmation from you sending institution at our email address : incoming@devinci.fr. Only the requests that respect our deadline will be taken into account.;2023-09-01;question;English;Academic Office;faculty-en|staff-en|student-en;ESILV;publish
2464;When will I receive my grades? ;Once ready, your grades will be updated on your student portal.;2023-09-01;question;English;Academic Office;faculty-en|staff-en|student-en;EMLV|ESILV;publish
2465;What is the procedure if I need a 30% additional time?;You have to discuss with the department's disability advisor and provide the necessary medical documents.;2023-09-01;question;English;Academic Office;faculty-en|staff-en|student-en;EMLV|ESILV;publish
2466;Is there a deadline to declare my need of additional time?;You can declare it at the beginning of each semester.;2023-09-01;question;English;Academic Office;faculty-en|staff-en|student-en;EMLV|ESILV;publish
2467;Can an internship start before the internship period ?;"Your internship can't begin on the date indicated in your calendar. The only exception at ESILV : A5 students in semester 9 abroad can start their internship at the end of their semester. At EMLV, this exception extends to the 3rd year abroad internship when the first semester of the 3rd year is an exchange semester.
The same explanation applies the other way round: the Ministry of Higher Education prohibits internships outside periods identified as such in the academic calendar. This does not apply when your academic year takes place abroad (an exchange semester and an internship semester), as local regulations apply.";2023-09-01;question;English;Internship;faculty-en|staff-en|student-en;EMLV|ESILV;publish
2468;What is the deadline to complete my internship?;Depending on your year, a maximum and minimum duration are indicated in your calendar. Legally, an internship cannot exceed 6 months. If you started your end-of-studies internship late, subject to re-registration, you may complete it after August 31, without exceeding the deadline for preparing and sitting on the diploma jury (please contact your school: scolarité-emlv@devinci.fr or scoalrite-esilv@devinci.fr).;2023-09-01;question;English;Internship;faculty-en|staff-en|student-en;EMLV|ESILV;publish
2469;What are the expectations at the end of the internship?;For the A2 compulsory internship, you must submit an internship report, plus complete a defense for the mandatory internships in A4 and A5.;2023-09-01;question;English;Internship;faculty-en|staff-en|student-en;ESILV;publish
2470;I am at the end of my course (S11 / A6), what should I do to prepare for the internship defense?;You must contact your school tutor (on the portal, internship section) and organise a remote defense between the two of you.;2023-09-01;question;English;Internship;faculty-en|staff-en|student-en;ESILV;publish
2471;Are CDD (fixed term contract) / CDI (permanent contract) / VIE (international company volunteering) accepted?;The CDD/CDI (fixed-term / permanent contracts) and VIE are a possible alternative to internship agreements, subject to the acceptance of your assignments by your major supervisor/year advisor, and subject to the company's agreement to evaluate you and assign you a tutor within the company to supervise your work.;2023-09-01;question;English;Internship;faculty-en|staff-en|student-en;EMLV|ESILV;publish
2472;Where can I find VIE offers?;The main website is https://mon-vie-via.businessfrance.fr/offres. You can find them at https://www.pole-emploi.fr/international/mobilite-internationale.html as well as on corporate career sites.;2023-09-01;question;English;Internship;faculty-en|staff-en|student-en;EMLV|ESILV;publish
2473;My agreement is signed, how can I modify it?;In this case, initiate a request via the internship platform and the comment tab. Please note that each modification request will trigger the edition of a rider and will require once again the signature of all three parties: student, company and school.;2023-09-01;question;English;Internship;faculty-en|staff-en|student-en;EMLV|ESILV;publish
2474;My agreement is not signed by all three parties, how can I change it?;You must (you or the company) refuse the signature so that we can proceed to the requested modifications. Please specify all the changes you wish to make in the comment section.;2023-09-01;question;English;Internship;faculty-en|staff-en|student-en;EMLV|ESILV;publish
2475;What is the minimum gratification for an internship lasting more than 2 months?;As of January 1, 2023, the legal minimum gratification is 4,05 euros per hour.;2023-09-01;question;English;Internship;faculty-en|staff-en|student-en;EMLV|ESILV;publish
2476;What is the minimum gratification for an internship lasting less than 2 months?;There is no legal minimum for an internship of less than 2 month.;2023-09-01;question;English;Internship;faculty-en|staff-en|student-en;ESILV;publish
2477;Is the internship compulsory in the first year?;"The internship is optional for first year students, however it can be an opportunity to familiarise yourself with the business world (ESILV).

The internship is compulsory for first year students (EMLV).";2023-09-01;question;English;Internship;faculty-en|staff-en|student-en;EMLV|ESILV;publish
2478;Can I do an internship abroad?;Yes, in this case an agreement is required, but the law of the country will apply to the terms of the internship.;2023-09-01;question;English;Internship;faculty-en|staff-en|student-en;EMLV|ESILV;publish
2479;Can I do a full remote internship?;Full company immersion with regular support from a tutor is necessary.;2023-09-01;question;English;Internship;faculty-en|staff-en|student-en;EMLV|ESILV;publish
2480;What should I do in case of absences?;In case of absence you must inform the company and the school.;2023-09-01;question;English;Internship;faculty-en|staff-en|student-en;EMLV|ESILV;publish
2481;What happens if I don't find an internship?;The school provides several means (forum, soft skills courses, offers,...). If you encounter some difficulties, you should contact your major/specialization supervisor and the career center. Eventually, if your search is unsuccessful, you will have to re-enrol at the end of your course to complete the necessary duration of the internship in a company.;2023-09-01;question;English;Internship;faculty-en|staff-en|student-en;EMLV|ESILV;publish
2482;Can I start my internship without the signed agreement?;Legally, it is forbidden to start an internship without the agreement being signed beforehand by all three parties. This puts you (and the company) in an untenable situation in the event of an accident at work (or on the way to work).;2023-09-01;question;English;Internship;faculty-en|staff-en|student-en;EMLV|ESILV;publish
2483;Can I obtain several internship agreements during the same academic year?;Only one agreement is issued per student per year, except in the case of a gap year when it is possible to obtain two.;2023-09-01;question;English;Internship;faculty-en|staff-en|student-en;EMLV|ESILV;publish
2484;Who validates the assignments of my internship?;Your major/specialization supervisor or year supervisor.;2023-09-01;question;English;Internship;faculty-en|staff-en|student-en;EMLV|ESILV;publish
2485;What is the procedure in order to obtain an agreement?;You will find the agreement application form on your platform.;2023-09-01;question;English;Internship;faculty-en|staff-en|student-en;EMLV|ESILV;publish
2486;My company wishes to publish its own internship agreement, is this possible?;If your company does not accept the school's agreement, it can issue its own. Please do not forget to mention this beforehand when entering your application.;2023-09-01;question;English;Internship;faculty-en|staff-en|student-en;EMLV|ESILV;publish
2487;Which documents are required for an internship abroad?;Before your internship abroad, you must provide the school with a certificate of civil liability and repatriation insurance with your name and surname covering the duration of the internship.;2023-09-01;question;English;Internship;faculty-en|staff-en|student-en;EMLV|ESILV;publish
2488;How long does it take to get my agreement?;In general, it takes one week to process a complete application. Take this information into account when determining your starting date with the company.;2023-09-01;question;English;Internship;faculty-en|staff-en|student-en;EMLV|ESILV;publish
2489;What is the procedure if I wish to terminate my internship?;The agreements are tripartite contracts. The student must discuss this beforehand with his/her major / specialization supervisor and see how to arrange the situation. If no arrangement is found, the company must confirm its agreement to leave by email, sent directly to the school scolarite-emlv@devinci.fr or scolarite-esilv@devinci.fr;2023-09-01;question;English;Internship;faculty-en|staff-en|student-en;EMLV|ESILV;publish
2490;I'm repeating a year and I've already validated my internship. Do I have to do it again if I'm repeating a year?;This is specified by the grading jury at the end of the academic year.. The answer may vary from course.;2023-09-01;question;English;Internship;faculty-en|staff-en|student-en;EMLV|ESILV;publish
2491;In 3rd year, can I do the exchange and internship in the same country?;Yes, it's possible. The exchange semester that generally precedes the internship semester can be an opportunity to prospect locally.;2023-09-01;question;English;Internship;faculty-en|staff-en|student-en;EMLV|ESILV;publish
2492;Where can I find a list of countries that are unsafe for internships?;The reference site: https://www.diplomatie.gouv.fr/fr/conseils-aux-voyageurs/conseils-par-pays-destination/. Please note that the school will not validate an internship in an unfavorable destination.;2023-09-01;question;English;Internship;faculty-en|staff-en|student-en;EMLV|ESILV;publish
2493;"What is the ""attestation de reponsabilité civile"" (certificate of civil liability)?";A certificate of personal civil liability provides proof to an organisation that the person they are going to host is covered in case of damage to a third party. In general, the civil liability certificate that you are asked to provide is attached to your home insurance. It must be in your first and last name and cover the period of your internship.;2023-09-01;question;English;Internship;faculty-en|staff-en|student-en;ESILV;publish
2494;You would like to I declare a disability? or renew your adjustments?;You must contact the pole's disability advisor via handi@devinci.fr. There is an open office every tuesday and thursday from 2:00pm to 5:00pm. Room I402 (4th floor of the learning center);2023-09-01;question;English;Student Experience;faculty-en|staff-en|student-en;EMLV|ESILV;publish
2495;Where can I go if I have a Health problem?;The infirmary is located in room E200, it is open every tuesday, wednesday and thursday from 9:00am to 12:30pm and every wednesday afternoon from 2:00pm to 4:30pm.;2023-09-01;question;English;Student Experience;faculty-en|staff-en|student-en;EMLV|ESILV;publish
2496;In case of a medical emergency who should I contact at the Leonard de Vinci pole?;Whether it is vital or not, call pole security at 01 41 16 72 00. The pole security will contact the SAMU directly.;2023-09-01;question;English;Student Experience;faculty-en|staff-en|student-en;EMLV|ESILV;publish
2497;you need to see or talk to a psychologist;A psychologist is present every thursday at the pole from 2:00pm to 5:00 pm, room E200 or you can call 0 800 730 891 for free on line anonymous consultation.;2023-09-01;question;English;Student Experience;faculty-en|staff-en|student-en;EMLV|ESILV;publish
2498;What do I do if I am victim or witness of harassment or sexist and sexual violence?;Please contact your school supervisor, the nurse and/or psychological helpline. You can also report the fact directly on www.leonarddevinci.signalement.net;2023-09-01;question;English;Student Experience;faculty-en|staff-en|student-en;EMLV|ESILV;publish
2499;Is there a cafeteria in the pole?;Food areas with microwaves and vending machines are available to students on all our campus;2023-09-01;question;English;Student Experience;faculty-en|staff-en|student-en;EMLV|ESILV;publish
2500;Does the pole offer housing?;Our partner studapart, a housing plateform offers several types of housing with some reserved spots.;2023-09-01;question;English;Student Experience;faculty-en|staff-en|student-en;EMLV|ESILV;publish
2501;If I lose something at the centre, who should I contact?;"You should ask at  the security desk at the entrance of the pole. You can also post a yammer message in the ""lost property"" group.";2023-09-01;question;English;Student Experience;faculty-en|staff-en|student-en;EMLV|ESILV;publish
2502;If I notice any damage, who should I contact?;You can contact: sg@devinci.fr;2023-09-01;question;English;Student Experience;faculty-en|staff-en|student-en;EMLV|ESILV;publish
2503;If a classroom is too hot or not hot enough, who should I contact?;You can contact: sg@devinci.fr;2023-09-01;question;English;Student Experience;faculty-en|staff-en|student-en;EMLV|ESILV;publish
2504;If I find an item, who should I bring it to?;"You can post on Yammer and drop the item to the ""Scolarité""/Education Department";2023-09-01;question;English;Student Experience;faculty-en|staff-en|student-en;EMLV|ESILV;publish
2505;"From which projects can I be exempted if I am ""Grand Associatif""/active member of an association?";The Direction of Associative Life takes the decision at the beginning of each year, according to your mandates.;2023-09-01;question;English;Student Experience;faculty-en|staff-en|student-en;EMLV|ESILV;publish
2506;What are the opening hours of the sport halls at the Pole;"Sport halls are available to students free of charge outside the Pole's closing period : Monday and Wednesday: from 12:15pm to 2pm and from 5:30pm to 7:15pm
Tuesday and Friday: 11:30am to 3pm and 5:30pm to 7:15pm";2023-09-01;question;English;Student Experience;faculty-en|staff-en|student-en;EMLV|ESILV;publish
2507;Where is the sport department?;The sports department is located on the 4th Floor of the Learning Center: office I.401. Email : sports@devinci.fr. Celine GRAET: 01.81.00.27.38;2023-09-01;question;English;Student Experience;faculty-en|staff-en|student-en;EMLV|ESILV;publish
2508;I have a sport exemption, what should I do?;You must email your certificate to sports@devinci.fr. If it is a long-term exemption, you will no longer have sport. If it is a short-term exemption, your absences from sport over this period will be excused over the period mentioned.;2023-09-01;question;English;Student Experience;faculty-en|staff-en|student-en;EMLV|ESILV;publish
2509;I am a high-level athlete, what are my adjustments?;Please contact Céline Graet : celine.graet@devinci.fr;2023-09-01;question;English;Student Experience;faculty-en|staff-en|student-en;EMLV|ESILV;publish
2510;Do you need tutoring? Where can you find it?;Leo Learning, the solidarity tutoring association, organizes individual support courses and weeks of collective revisions before the exams. Registration on the leolearning.fr platform with LeoID identifiers.;2023-09-01;question;English;Student Experience;faculty-en|staff-en|student-en;EMLV|ESILV;publish
2511;How to join a student association?;"The contacts the 60 student associations boards are listed on the Student Life website on the portal. Two recruitment highlights in the year : an association fair organized in September and January. Several associations recruit throughout the year.
Link: https://devinci.sharepoint.com/sites/VAS/SitePages/La-Vie-Associative.aspx?web=1";2023-09-01;question;English;Student Experience;faculty-en|staff-en|student-en;EMLV|ESILV;publish
2512;How to create a student association?;Make sure it doesn't already exist. And inform the Student life of the creation project by email: vie.associative@devinci.fr;2023-09-01;question;English;Student Experience;faculty-en|staff-en|student-en;EMLV|ESILV;publish
2513;Is there a buddy system?;"Each school club set up a sponsorship system at the start of the year to facilitate the integration of new students.
Links : venivididevinci@devinci.fr ; iimpact@devinci.fr ; vincisquad@devinci.fr";2023-09-01;question;English;Student Experience;faculty-en|staff-en|student-en;EMLV|ESILV;publish
2524;Quelles sont les horaires et jours d'ouverture de la salle de sport ?;"Tous les jours exceptés les jeudis, les jours fériés, le week-end et pendant les vacances scolaires.

12h15 - 14h00 et 17h30 - 19h15";2023-09-13;question;Français;Vie étudiante>Sports;staff|student;EMLV|ESILV|IIM;publish
2527;Comment se rendre aux différents campus ?;"<ul>
 	<li><strong>PARIS</strong>
<ul>
 	<li>Campus du Pôle Léonard de Vinci : 12 Avenue Léonard de Vinci, 92400 Courbevoie</li>
 	<li>Campus de l’Arche : 47 boulevard de Pesaro, 92000 Nanterre</li>
 	<li>Campus des Terrasses : 32 rue des 3 Fontanot, 92000 Nanterre</li>
 	<li>Campus Cyber : 5-7 rue Bellini, 92800 La Défense</li>
</ul>
</li>
 	<li><strong>NANTES </strong>
<ul>
 	<li> Campus de la Chantrerie : 9 Rue Alfred Kastler, 44300 Nantes</li>
</ul>
</li>
</ul>";2023-09-13;question;Français;Scolarité>Accès;anonymous|faculty|staff|student;EMLV|ESILV|EXECUTIVE|IIM;publish
2541;Définition des Soft Skills;"Ce sont des compétences humaines et des qualités personnelles, liées par exemple à notre façon de penser et d’appréhender le monde, comme à nos émotions et à nos relations avec les autres , ainsi qu’à nos modes d’action et de décision . Les « softs kills » sont valorisés dans le monde professionnel , en complément des « hard skills » que sont les connaissances et savoir-faire scientifiques et techniques.
<blockquote>L’objectif est de proposer aux étudiants de l’EMLV, de l’ESILV et de l’IIM un critère de différenciation supplémentaire, par rapport à d’autres candidats de même profil technique.</blockquote>";2023-09-14;question;Français;Soft Skills;staff|student;EMLV|ESILV|IIM;publish
